address,txid,vin,r,s,z
bc1qsecure0108,75c8217cec5585de81c7018352bed7ef1fe67952ee3b39126726842d1ffb4ac2,1,0x6afbba279afd4365c85f07366cdabe119a5da58f93bd8f336863ab6268223210,0x3d00287479f75639d326fafb6f5b0eb00c73db892c2cf7a60d66f7129328f38e,0x50903a945327bc682ae965d6bcd50cd308a6ab41f893f4b140fb24ebff3287de
bc1qsecure0125,e3c77a818926bd892b83af449d84332374e54c60d18a82d28c68caa6f1cda01b,1,0x90918e50c8b45242f6591441daaf49ddd284a9038789c4d20c50ada9c0986fcc,0x7a355fdd0eaa3d3009c5e5e86f42292f59c1816cdb030dc71affb214319a582e,0xa3f2e11f6974d1a6778bd0c39201be9dfbd00c3b473f4dc9d910a0c89f541c07
bc1qsecure0109,dee5044dd91d37af3daa2ec579520b3f73579acaa48c85ed296bfe04977cb918,3,0x53e354a8df4ca47f1c82bbc8df50034528a5d1300d557948d4441888dab7933d,0x4fd8711bdcdbe3cc7c7ee5a1dc347cebb998bba7ffa6676ca06f0d692c92ef32,0x34731de8ebbeb07ff32629779f82a202e6d4c5b1764dc95ead65b7d528f1f8cb
bc1qsecure0056,0cfc55df18e6581c58086d512cf33ebdd8bf7336855acc5492b9a77f59992cc8,3,0xb7750a45505065e070760ade4f5a48b8d4e5c328f4dbc6eed3e1451e1ba6879c,0xa0376d72fd613c7585a1c6aed6c5c593fcdfadacd596c8326bff94e91a9229df,0x7013102f1afd3e035218efaa0913709a84ce88008f3bb8af40fb79c9203cdab
bc1qsecure0187,05ffed985536ef96ca54162fe794ffafd293325dfe79cfc6fa2d9100b5da367b,4,0x2588853705b71b9ad7ba94dc7e88e6fdcce03771e91f0471cd11e0ddee49ce1b,0xc7c8f1aaeffa973ee2b2ff5fe99be27b45e928e9e71b2acad440aa884b780c89,0x17d5b3c9850dd8505ff6773d277e16e5ea86b1246bbbe069582dc14686ea77ab
bc1qsecure0124,8267cb1e8e842486bbdab09a070caff9c5db87700839fae7b2d0bd25be053e53,0,0x88a278da4ca8d6aacbec6d241f2d666aff41961f3b378b78ddba1c14f1d00d7b,0x3e770a91792c5c750008b002a1f250a2554ed330cb4e3b9a1dbcae4e8b290d8b,0xc7cacd9884e49be5a895e2f0895241d1b5a18051afd5b62b9f17ebdf914a4716
bc1qsecure0095,e25cef9a97467beeebc809ec2d8a8d9ca83088211f1f74b723d001ccd0283240,0,0x8d6f568f758a31b20e2fbf125f20d8adc473a2a909a2328e3ee72381d16a2fa7,0x15277ebc4a949175782e6600373e4281113a6507064cd7916cb5b81a49023c26,0x4ec8a2b0d74bdf3f939253d53eb63d76c6f96e9e7b919b27980d9a31ca7c6ac2
bc1qsecure0072,f3701f0f79835b444c1774005a89532f8464e2c1b05d938c791893c444b312e4,2,0x41a4edb88c7ab8547f78c7a83a000fe215ac4a0002accb11ddad3875d20fc3ae,0x6724e50e0821d96922c61cddc480187e2019941ef3908692a3b36a5faf948fd4,0x3ba904010e23b11775e22768a16c8a59e65d58a3b0ea9f2f56583725e3b2325a
bc1qsecure0173,f225184b9b6b75257bd257d7d5e76f1820787994a477d5ec954f6f8c2946186f,2,0xe64a8641abe1c215102812b50f6f1659db7ea5e5a7c0e5f037e9eaf05326b5b0,0x10a9b7afa82d6886c91f3a946f2ecf93b0471a8f6ff40a15c4b4488c133baa2a,0xedc030e000de7654fe36cb96f5783152fa5dbb61f6af8cd48297e0e6c2c335d0
bc1qsecure0044,bf39a503f35feafdfb3ffcd2fc27813736ea01841eaaab9b6bd3d7660499a11b,3,0x4ce040a9c86e8a45842c72fe2ae8f250c294ededa25b22f216eeaef44f1be82a,0x3e8d4760dca3b0898e26c62c94af5681fe22c172b50532047ff29aeea09cdabc,0x7ab8649c7fdcba3a8b320d852f1b700efb6195550c05f0bf56170f92c76bf06e
bc1qsecure0123,4bfc1c907002edbf49adf7aa478c526bf41fd3c601fb590395d7f3f70baa98d2,2,0xcfcbe605acb5263e4988e1da16be912338aecfc84cde21df31e5b1e9e39553a2,0x307be6556dedeccd8c148c3b540ef88ade85efbbcab9ca5546df6d5d1b11ab3,0x6e7d66cc2a81ab7187c43657e5e42f94fd5a64a19bcf93abcb8380ccea0c3d0d
bc1qsecure0173,e34cc9f24d046c1eddcf27dec3b30ee6cf683bdbadeaac6c54a0e2b629556d2d,0,0x4c4bc2cb41851c7f80b64809b696b6fc7d30144f5d322b5ddb83019676d1893c,0x89d867f3bed2cb3e3847c80f66caa68c287e01ff7ee833ec15d3b6dbeebd62f9,0x4d3ec5b59f16261cbfed3c6a009f09a080decd345fdb709648e1a0f125b6e5bc
bc1qsecure0135,129aad8b94e860083c3de6cd574a29d2a38d0bdd42b590e520707a63e5abf804,2,0x7aeb3fa5ffb67a113b6d54e1037b33626ed848472cf8a9166bc68309477289e9,0x2d9de2eb0160069d7a83d8e17fb6848fe0274ff784c43a50ed363b4bfe973290,0x8a405d5230df3f10abbef482f753f292703e08e255c2f0770554aa16a1e38944
bc1qsecure0005,1d3944ba27b79b17766025f3567f6a68968536f11a455134b7beeffc2424155c,1,0xeb608a0d6f4d1cbbe69fa3108c1fff3ce4d5cc4a3b50907d619ce1d45d4c9152,0x848fc0b1471f9b7a3ac1c1726060292609f2ac9527fcd7c18c246893ffbd6198,0x9722f6632fafe688c46252bdbfa6e6ec5837c94bad3540748fdcb92297e4ee7
bc1qsecure0114,bc0b54c758a857cf5ff44806b2c75e0d46ddcecaaa22f975aa9b6e8b9ab962b3,4,0x1f6be2d1511ab9539609d7c4cb88662726ff21d8f860721bde15474cbf71161,0xc60b88b1baf542f1c9356cc025700dd764e1b790f12341ee7f2dc3c1b7d7a252,0xb6b5be447af43eeb4382fe7688e21efe0741d6dd90e7e733917a6d732861f89c
bc1qsecure0034,3b878d6bcfd132e887092354f260b598aa694e27164d0e905da0fd93bc4481fc,0,0xe097c2a6f74b0a7c2610076f1ab28a67f98bf9cf867b87962a20d43680626a85,0xfd469d648c9c1e78fd1cc0390b6b12681d27bdb27037ebd5021c4f6b16280b20,0xd86e9f350599b891460981b3fdbfe2800e18622e43061c7ccf39abe2a8cd0e24
bc1qsecure0149,16673f5ba3487f236fbeb8289155b654f4d2e9916784ba5d86bf158b1d19d626,3,0xe89aa0ce06d936b0afbafa6193845e254491b3febac10f913febbf2cd6a8a678,0xe4519a68b03be79e14373444dc8b112dd8ef245ddfe5a279d43efe2d855bdfca,0xca8809d32005cd2317d0172236360201fd764f31d75eca8109e958ba9e1cbb85
bc1qsecure0094,6a8851a7a0d07aa0b6aff055fcd98a17963a06d6d0a77475cbc72d24e4811681,4,0x592b7e4fa1db58aad7a471c2dcfbe6c8c5abafbbe35985dd46a0f4ae95a57937,0xa289b806c9d11ca7cec5c16d1a2588257ba209c1620779cbf1556943702e1012,0x624ec4262cf9cd738c107dbd5b58ebde9d3d4c9e60f0f10cbbd99a5776eeeafa
bc1qsecure0006,e4d5b168f5c8a2be02a27163ba1d10f6055ad116fe0442402fd38fed71321af2,0,0xfddb55a871e78d226084cb029fd447fe9e8db373a7b1b06bc3f90fa381cf8a31,0xd3fbac8b519a0abce580bdc59aa2b268a6a66e9bf9fa4a793f0a91835c38df08,0xf02058843f772e5b8ef96ddcb0d7bc9f9cbab178c0ceaa73378b288783ba8a2
bc1qsecure0015,c3ce1720b54643106dcbe0f73fe0bcdbb66ce13fd1a98cbb81f01023f3c0d9eb,3,0xf073c597e51dfca1a854e0fc94766a3ec9a892b2dbc03464096a3097a54d1289,0x2f9bb7d4cf4a6f474c48fc1cccad2ebc87a419469fe77146c281696ae9adf2fd,0x9d0a4dfdf7a5a3b152fd27a44cbf62f5d2b4277ea8f02bb0fbe9637f81d13cdc
bc1qsecure0062,a490742af7c15a673b20e676abbb25b07835eb8f4740d289d1f5be8ef0a4c856,1,0x40ec26f51f11fa6e73bcdda8a7a31c49be1535f6cdaa43cbbc3ec5b48f63cbe0,0x94556d80b05a381c280c5e15e52ed8f333f25197c81f1180455c9743fa8e16d9,0x1d8d602cabf8668d80aabffaa2bd84b4886cd9aa29c2432494a43d77b67beed3
bc1qsecure0065,e5ca28920c49f11aa15f3f22fbc6f15008f61589c2015d22eb09bd346ce8e69c,4,0x61a5727554480cbc63a9ee5adaea5f4fc6b1304cd51d5ebd10e70adfc8f3994a,0xdd1f81ccc9672fd542590b67291a6f81f4232908b8cd2d93a466702a6a22e9c7,0x5ab39622425596df7515cd4e80511cfba0c87f8834e7789d377a90c2375036ad
bc1qsecure0063,5f8eb4e47753d82c829f785641c3ed498cbd92f1e49c2e41d6d73a78a05b4e10,3,0x9b1767eaf1e71bdffc6e751f4fc3d6f2c9836a27ac9f50554a2f790c9f62d353,0xa6f364626c581226a5cf4eaeadf572e1140340ce235c71b29472e78faf7d2aae,0xec8755a650391b53924ee6b1c73a28726fb13b7489143f3f5ff90c699118d699
bc1qsecure0011,3309b9ab24fdce2812ae79efe17ba456d894a37c7875dacf8bb07d300ac5c12a,3,0x59a13d65022e1817bb461be45b18c96eae1ebb0dd92e9608ccdc9e8f020cbbfe,0x2a93207dc6d094c2308d8d2a0eb77d260727aa635ee9ef6e494b57f79c471d0e,0xf9b5555fc03ccbf484af38870f57b1e3fedfac8aad77bebd6105e45b626eeb43
bc1qsecure0025,704c1b945409b8aead8afdeaf3fd903045fb8fe493cac7cca28651a68252dcc2,3,0x21708c1532707bc0a9996cec98f48d4530186f114953140d295dad33c5f4648a,0x423e035896c7c95c529cba37efca37cab2f205673175baf40375f4330256cc0f,0x99fb1e9ca289f1a6d73833aea5d7d180806c57d3fb7cbaca0649d722bbbad660
bc1qsecure0111,f3aaca627430a94599527402b396989105c0e0c2232b5e25257e2945b3dbd90f,2,0x6a0ec61d2765551059bddc3ef069ae45249813f4d717253edd8c3271d5b3ce3d,0x4478d52da535f5fa9addc93a137fa6f50d10331d4bd84d6b54953553b402724a,0xc6b6f58bff38dc1b32b54a73bec93e05e45118e8e5bd8482fcecd2f27452dfda
bc1qsecure0052,083685edd25150a2cab197d131242011741aea022e34eeb4e9d369a4ebe6b8cf,4,0xa0b04a3040ecbe13fa2ecbd7a014b796085f123566cf170fe04d3e6c1a2a568d,0x3fd75b3d38926713b5dd12b2de903a493be4bef7b263b976005865c9c84566f3,0x7db8704c4fccd6eaf5007201920af1ddd64570d8bb259a9bc2ae95d140e05856
bc1qsecure0127,c84d350967a79a73d345efce2dcf3303095177aa0bd0c876fe19817b00d2ec7a,0,0xd1e35d3ee4ed82149c15796c80768dab5d80c402c159acca9cfda5b208c4882d,0x5e8a52880f9aef6a8427dc9804ec0b93cc5936c2624f1e462a0cd1ed835a1517,0x1d8f916d47b6da43d2f24422c26a4b8875c3a0bc65655c3f0a4b1888ddfae45c
bc1qsecure0117,31c47382872d1941331c62c9a94071f029b5d47a2ff33a2845ac6fbdc37b906b,0,0x8a34f54626f89c795f97e462f9455f932ceff9beff5e76d2e925324e05d038e1,0x7ec46b13968ecc7bda0da799594a9dd7b6929eeec17267e82d84eff6da750117,0xf84e5d1aedc58043d11b96e662874bb09cb41b9ea7f65945943436ccee397857
bc1qsecure0070,e7a1149f7e43493240b202bf05614e2b8ca3cf50685dfc00d14abc945332db1b,3,0x3f9f07f00d01a9e0040a66c33a4b76c7da9e66b09ff456d48792d30329175fe2,0x477ca92fbe77f6ed716d54180309786b36ece80375adb2552e5be141321f6f8a,0x1fa4da7efd898524288de12070a932cdcf3afc892793cdb2ff16005e2311ce9d
bc1qsecure0030,e69aec38c1494ec45cfd233b4beef911ebb4da69ed8cf4ad0d3c3334e7aba2b7,3,0x274cfd826d16d040746cca32ef6b168f2a63577af532435cdf58d6b8b4934868,0xdfbad098c43391e578154ff9333f8599417d11f6f11f2011846b27616142c79f,0xc5a1e171d2b17d78615787726c15965a84edede1556e054bd6797c437ab5c274
bc1qsecure0180,d4e17a3694fd444a0658d76d622a514e4a7b3965293f50316b5755ddcd56a886,0,0xb48216e6d98947bff0d9cb75b643f2e035bf33e5179ff4d3f3563a0562e69a98,0x48a88c160e51b38a37e30e591b96c6196c4f2ba7d741e5392073b791a7d8ce7b,0xc055bb0d410eb3668474952561a32f188ca5910c1aa834fbf7846890b846eea3
bc1qsecure0069,7e3493562590119d7ee8c8c7972fb9575a87efab63dfdf92901e3f65e5375cfb,2,0x2b418cc3c859b707b1c6d0652c9b934cce7737833ea761dd7e2b991c3f79b7c6,0xa1a48a919a114ba3313591dbe812e366b95e53614a03be3f4d2731bcf1a06351,0x79a66b95af4c5daa8d4858b54f6f836fd6530d7583cdbae85b176ac1b770730f
bc1qsecure0154,236d73c55441919d3ff974ffd6fc34c44e5dbabd51327778a73d012a21fbd501,0,0xf669771cda7483ecdcd4f2ed5908c3c0131e5ac9f6b366299edf42de849d7803,0xe6c15ec6fe9f957a2d45074a956d17b70503cdf873c23d9153b1f0d98a75a415,0xddc56c045b0c11c89808241c0812c800233b6f3b237f829b26c63dd1082f568
bc1qsecure0186,972354a6ae7fdc66d9f2bf52ac16f5eaaf26fa725dbb27dab32d46f4a04bd7d7,2,0x80f2895d17447b9eb34b32e4e3cda9b05f21063d71268bc3b54bf72e4accb9b1,0x832fe0f2fea34c12950793148b3f823f9c34763b865fa9fd6d0a8e63a1a94bdb,0xd69536d0e6ae9608c1c3e3c93b10290e95541a6ebdad7492e622f3c51369276b
bc1qsecure0037,054069d181ec5a7d5e42266d002510668c972621b13f03927c5e315ee8d0438a,4,0x23ca3f54d1d5dfb2c0c345dab0b9a82d1d3d4ade0fb800eb452302b91d3a938e,0x3cb17d001bb0100e4e4b6a26ee1460d996a52fb2b8394ebbd30e20dee68d5224,0xc2a64f349ffc90f8ee6a885da1f8a63ef3d8630c5640a1ab7ab37b027f8ddd9e
bc1qsecure0055,9680f1baae10f266d1201d34964e2e986493a22b7a61c6c727e5b24942414462,3,0x6c87ecf372e21adbea4c5165f42c1163ea3ba1f179068bd6cf0d87eb3797cde6,0xf5e8a6befdd70231effa0d9f45275dcd9416d57a16f6dae7bcce440db3555cc4,0x40c90d137b5261d31f1668b5c155a02976492bef6c9a9344679e4e341ab2f763
bc1qsecure0138,5ec39369ea9bd5a32b26c079b639f02c8446de2dee057044fe314e9dd30d55c0,0,0x2141454c755676259ad8d0181973654e3e456449676c8c4946e1d03cf2800c25,0x137394fb4612a576debf8d6b4804ffed46580d085e9146732d7d179933928bc6,0x1381f7dc43004ff25c5bbd4e816be917381b74537e59fcd938f351a754a2b82d
bc1qsecure0139,c3cfaf91527fa4d752c030d1f9162f0feecbe8b535d344b697e93a94ee731783,3,0xa3515d68b7ef067b71535b518a45b3f390c017e8d825920e8b093eb8fd3fb03b,0xa419b87322ea7db1d27c880ba595b0570d2ecf8abba55a21a739ca1ce54d7937,0x4fa347f1604cb155c114dc2824ae837a89892f69b967853c90cc6546844ebf26
bc1qsecure0067,8eb0cd77b71ade54114457bf2fcae6483ab0b633099335579860d209edac91f6,3,0xa475f8c44831fd46da339123fa8d4df294bfb03b2e1d9652a0980f88a04a8a21,0xe49fd2284e92f270a3f5a78612c716eda757b876b029d70ded8582751779b054,0xd8b3a70f77e54c25b96e9412e26b1720a6dea711afb0fdc0ec366c0e7187bbba
bc1qsecure0046,139cca8759529b05c8c4c2a3e221d26723d8f9f1dbb931652e843d7dfb7d2ae0,0,0xf9bda86fdfe56537af87f52433b8baf5b22a4eb888a9e081bb992f7b67c9493e,0x4fe0511444c62c570beb88931dcb71ab3f6b79127a2ee7828243b6db5c0f0381,0x83f4bb604d6e8aea977d83ace393a12efc2d6e9d3a488d867e03e85a3f99014b
bc1qsecure0153,e915a334b63eeb60906c43cac5723b361b82c40cad44532ffdddecab03c817bd,3,0x5d9eb614736e3ee3e8df0a28da14cca24a49c0bd3ce4934d781b5fa2bef29ea8,0xc62fd8a074f6edb1c247fc3444ab83222aa709669ff4208a1c4f101d35c91e26,0x1fad59b5e217e7a693f363d187caeabfb2d7e3e05e34098344ab64b002f74318
bc1qsecure0072,ec516c0757b3380a109a1de734ef238097818971eafda7b92e3e2f9997592d6e,0,0x5b38eaaeb8d3dbbe1fbebd6faf8d1d2d719e63c52e9689bc999b2e9b28d49101,0xf90f016eb5b50f837969580d0b4e13044a815f50bf3bd8a4b44136206619aca2,0x53f58cc1c5811ee2327497aadcb9304efb09c1d476f741bf55c73ecbafd86a44
bc1qsecure0069,8da929e0e789ad0191daf554c5a1b4af2d1e123ea139b5f14da8032211a92d76,2,0x6c07dc3ac6c724b195d20a4fbaa2760042527dddc97cc7558c83c0c95ec8487c,0x20e08d532bb97b62943dffec09f2f0c37b3a977706477dbf07c9fa371cafc88e,0x941fdae48197082f35602f056f776faf020fe15a4420267927c2ea2de5e23c74
bc1qsecure0158,85e4bcc7d7059a79d35271c4943901470f9720665f5d3ba7ce75b869af7cc9fe,4,0xc690376caf09dbad7eb7c08bc5e30f2392de58df8d5ae8c62d6b93a255c6f489,0xfba9fbfc36bc5de21280b8d1ee29165de2de3095b6d8bd8034adcff7f3b77e37,0xda7408197e2688dc3e3c64e30b70a58673765f6c8d740f7600e89c77a5fa1e8b
bc1qsecure0159,885f9fc0099f2d2e18ebc1341a2f6b390106d56d01f519dd7758dccc692ac313,3,0x43dfedde754b345d623d449e2c5dd149f71ff3b98089a1bc62664cdc6331bda,0xc9e65c8f74f6656886359b357c755e70bc67095249401e5e6831615af3ec7f76,0xf24d8ef36aab9451ee0e6f58d48865a77d57b0c82fa5b9c0e48cac178ee21665
bc1qsecure0009,c5ea1cd2cd764006ade9053fae0f38a1a221195cae7dd382ea4484cb8d582887,0,0x1c85d371487a04abc51a55ec4326f4342a5a28ec8d78addce7a6e8c85a95bf52,0xe4ef557705a5ce07e34c512e0a03c8f9039600018f37541d3554b63c4f2adeb3,0x2496f0b28fe02107da4270187058c44e2f09e405c09f0d5434b597a5e8d4810b
bc1qsecure0129,0e601c79974008194196c4be52f90eccdc4a6051d1f4698c86bae31786850e6f,2,0x5963e6362a776099068cbd69e2b2d4dca16baac0d9c129efbb22c9db5b5807df,0xa731cd06d6f93fddaf981fb25ed610908364853dda4306e54573ac0c05bae9f3,0xc7461b1886792adb39230416e4adf8842eb783d4270de6f280827a8fcd1334f0
bc1qsecure0075,9eecd08883eafd545626ac8340f9f980e4328f6d5e9e40a4b1c61df14e601183,2,0xf3402a508d1123f81e926ee066ec8b6c1522aab6a0e025e14e89726ede9e20b5,0xa73bdcc3526e626d088801e5f776f0177e38ca86f6d32b5fea78792320a1a9cc,0x76bf73bd31a3b1fb1ee311958351e34219b17802b23bd020eb1157ed6f07ae81
bc1qsecure0177,1aa341b5aced4945edc87b173ab1fb494de054252c1c0941a2d445753d857d18,1,0x24c5a37866b8172e5e0cb71ea873ccadce323defcd53c3cf3e9dc037a041bab9,0x2dc1dffa47c2e22dcd885581a7681a52c6d13da55f2b43877af03bf24e7eacfe,0xaf784871101ffa1dafc365ce5e0368bcefa72cc9873b1dd9a32aa5a807371a4
bc1qsecure0135,921e67ecece7c02c50baa3138359a9a92c67db3a10b4514e754497140ac6dd57,3,0x85027210ca8b76b22dee965378f5166812cdd59d5f797284a69c7c9b2f008655,0x9e16e84011e498664c8098df208e6bb832ed1222401822b778a0236a21153fc6,0xfd44b9fc41e77ad3cacef3e9e54366a220bdfcd2e4b33719469fc93c850ed162
bc1qsecure0059,0561f1366787b84594865cfac4bff2314172916be977181c399db059f18534c6,0,0x8ece25dffa715b3d2fda69c86722b9e6ccc580ca518001d36a9706e8d1e4a7c7,0x1402ddfe7f8a22d82a15371a73e363f76d554a4806868a08a80a4e68a1107bd1,0x4e3314642f07c2bb25e3043bcd7e4034469e0106bec4099566958faff6cdab3e
bc1qsecure0152,3d5b1034771b18d61d186d55756fc00652a89cd01a34bf166d0d23ed99ebf150,0,0x8756221abc7a4f9497d5288dfecacd7e9157e74e3ee85bbf494b20c06771556b,0x1c507578a2231d47abd5b9466dda520eda2c99bf6c1650a7ef7d565b27419745,0x3844f08faa72e0093f842b44644fbc31697e787f5881e35b48c77b1fe306a733
bc1qsecure0048,fe2f583d5414987dd4808d920347e384bf81dd4624322b032c43985e5a0cd772,1,0x5d332908ee521bf2344387b61130089d359da99dd93cfd917840848c273abd71,0x315ef6915dee8e31fadcb122a1b6194af3d08d6b9e123e56c0b23153d47fb288,0xe661338bbd513f1eef2766cd544ce71a2de1013b30393acd11c0a1b5ff4a9963
bc1qsecure0162,4df878f937b0b12b4f8a60ffc7fdde6dd1d4ae7431b7f5a1111943c944eef7b9,4,0xe2e7b0aed66b1fd727b1dfa4d3ab547c040c558900be87a8867ed57a50636336,0xec3b9f2e2e3e4cbb0daa579b425738d2a025e0bdaaa587148d5ef080064d2a5a,0x134d2a4b8dc1140e3aad0a47b4779e9f52da58f1d348c8ff4c62db52af3413ce
bc1qsecure0082,420080aac0bf1674781c2521f91e031ae1c761876fd233e6245f008741b54879,2,0xd87de6d486dec8ea94333530134cc0f1e7138b25df2f0440d4f448a846919091,0x8d3c8858c5f68f9bd48de4d7491d7e3d03a96a8f4fae308fe8435bb6185a6387,0x7b66638aace2eec0bd8899be8726c01938c911e0718ea1a9a02f6c285cab4d68
bc1qsecure0113,6edac147e415112abb9e5e098c8b11023014b47315aaa28d64266a8f263359e8,3,0xc151106d2af7ae8a4fe5db389971d83e2a445fe07d88dab4e77e7def4ee1de5e,0x7f19817afb73461e7198bfa421a4f33cb4cae4a4ec5dff38ac40d4c1cd13aece,0xeeb8b9dd81d64aeaa8855c909624e8444e76aa063feaa3e67153648970ead6a5
bc1qsecure0007,03b4f7aaf94ef394f70e000e62c9702cbb1686872e96b3a3406672fbd83a62e2,4,0xd822c9ae0cce1ee531ce8dd085b4ac2b8ae5a93cf39eea4a0fb9fcd1aaaacfff,0xcba70192b0c318fcd5a1e3b61e86ef06467ff31694fa6cda641befb9eefe6baa,0xd9fff55091a20e2a0ac11d4cd54b01224e7aa3cb352be48e829e3a472e67e79f
bc1qsecure0014,943c321776d217963a7cfbe68d56beb65631bcec36229ddf1d0b4d1e77bf1fcf,4,0xc27a3f77ba5b7187609957029536bffe6ea6ea3bc55513a95d23dc73061d03e0,0x7bffafaddf7b830c88db2d3032c3f18aa8b778fa27fd88811246bf2168071641,0x134b5a6082bdc0ca288c5a549aaf7dd3a8b1c1ab96124fd94482b039f2f2cf6d
bc1qsecure0178,41467f9d95bda35cd5960da110bc01ad909a0780ad2b692d281df2f396fe12de,1,0xd4dfeea9f0fe6b007589512b5f61f6aca987b7eac26bf35e0fd351fe6c7b5d1e,0x70c6b58029e4943fc2b1d217857401f3ea52c7d699d0397e34a3e44186fb7216,0x58d3f7ce2dbaa8dbd54a954d2bda2ad3aae397e0a4e6d85f01fbac8e7a2e
bc1qsecure0036,503be9a9f64a6bf6f41d63a809ff7f9cdfe69c7acc814c9b9ccb25e478ed15b1,0,0xee19841f26cb46e9bc2b284bfd973bcb532060616f1c0f3ccf43df5f78c9f0bb,0x4456c6496a76b5dfb8743a2ed4c4e6b836f732594ef6678c207878dc9fb1ecc0,0x44cb6dbd1b6d22aebbd4fede4e4363611b984350c0db433bcedf574fabffcc4d
bc1qsecure0128,961a5f249266a963257411b32f93f257dcfc61a988e46520b77c1d15094154c3,3,0x90283339965e4e72fe70bdbf51f1288226b56d207249d1c8d0f42750a9e74077,0x5b21bb8950cd7f6023c3482202139b32a80d66b93de9017a38930bf77acffaac,0x9740073d379c0f1bcd6ca47c4e6b67c9a3424e87f34bc83deea0d356a0f33da0
bc1qsecure0029,14b71650a95e96bb8b7ebce7925ac99509bba1cd56f57d3d17ded14801f8a38a,3,0x955c9a0eb6d09c88396b7efd6a0c0ec3bcfb566c702ae7479b736573f5255b90,0xf88556409a859893408b162f95b6b53019f5761e3f234aebe9602280f1386d87,0xd3f01b7f208c17993372b5dc26ce806d39c68cd4e5ec0188890aca45bc80564a
bc1qsecure0154,e019624904168caf05ae6f4ead41f970a117604e9e5675cd10726e5b12d6b3bf,2,0x7646469fd4a0a7731e6158afaf35c0e2160c3c4f34e3deb5ca0dd839159f3451,0x51d7d2adbc31159d05d746dbf1cbcc31efd2212dfc5e80cd746c140181e24a61,0x66a8f2c1a06fa75ad8cba8b6a58d22b8193bd1c450be1169aa3f709c47b0f3c5
bc1qsecure0189,e167e14436504eb5853008d59164342fceb14cb732b17b96b8fb66edda35b5a2,0,0x208cc47e8b4f4a9273ff15740c506d46eca273fa103002af1418d1331119e183,0x6abc53ebeff7baabef2fc21ea9c0c6c7a97b448ec3f4a7a77a77e07cdb832d68,0xcd03e8fa23192673c363026bf789485d2c08367a8b0dbbb455a692331058281e
bc1qsecure0064,8a09181383919590da756e4610317491e0a31cfb3f54cd5595624dd0f63fa6fe,0,0x3396a9a17a2245801a157b1350bca357b8e4b74d1bc2b0ca483464666c99e4bd,0x9c5bb04d25d48f927b14b17ce060885eb1c6e4b87fe0181ebb4c0f8ae2559289,0xda270fab19c33a04da40464c38786c7d716b7e399cda92762edcdb9952568da7
bc1qsecure0122,70629c049b9ac8f858e4863924bdeeb7a0aff0e165b4c116ee7086dd73705d68,0,0x80e2a3b3ae5dcd7185e082f080fad28bb2d956023ee5f8c43d3ddfa58a0d1d2,0xdc6a50760665fec5a7487d136f4e979a4078b0eedf959c58965164a685a43e27,0xfd0a11af1889f11827d663c49fe887ac316228a8061f6a1cff3fb074fa93f4a1
bc1qsecure0198,f4a9cff152732d53544805bc5cc2bbaca6158211f065d63e0981e0b39632b25d,0,0xec02f009b414a0be7ceec97cf700a5c488db1cc512d93ad4f7640447a50e4415,0x8b3352b185d428d9bc07b11663fc77dfbc4b7fccd046a63bcc23e2d1ab3afa0,0xf4fa81d91f26498c027b13fffd9671d0d1d9f4b3d31eedfa96ebc805cc363034
bc1qsecure0109,bc1dfa67b37628807032187af42a8799bff6a7171123435b3f397383cb421e2b,4,0xdec3e298030617b42d7764ab9de9049d1ed9511d177407f19f30eda64cb905bf,0xae3803f46b4af136eb7b4278c3a52e2f84321e46e270d0feecbc0150fe53c852,0x9c3441784d52ad891d22a5f681749cbe7a47eac519878eb710d155c827390bf2
bc1qsecure0000,8c68d18e8a3e5491fd36c5bc59931819f0d85e29571dfef3fc0517e736289b75,0,0xb9e5c54733e5ff45d62339f1a72a2a6262e039f0f62729efd63300b964cff6a4,0xc68fc753a3819cd98215f3c1c02e0b5876916099f7960d14984e53ecc86c957e,0x915fae7f30ccc631ec13bf612329b2c33722a32479c262b7d78126e1a3108d5b
bc1qsecure0017,ad8e4f8372a689c633b5c4a7f01cd9749f87bfd44132eaac67b44bd575f89f05,3,0xdb000643846aae243f4d154e2b87a089d9a8f329cc11362f42c383be130bb859,0x5113454e7edd7143b534bd3cfcb1e94b3552e2298896a9e271b56197ac446726,0xc4035d6c4a5862469127993ea1c44da3a741a422aecc92711ac416018a0bf359
bc1qsecure0089,a004aaa44ddabf51f0ce3b1340c42ce9dd970c747dc24520c4e724075b3a49f5,3,0x31caa27330b58cf9170aac212207bd2a88eb7271dca5561300aeddf05fea129,0xf009ce60ca49bd72de2bf6195620ca88ec5fd974c970b400fc12f69efc8b57e2,0xe142fa1a712e3bea94bf8ecd9171df58668826ed25d0b5a9e60abcf115994fec
bc1qsecure0112,857ca6914f55a7a1d6dbd84f25c62125ecf1169f118b27f576c71c4f5fdc216f,0,0xbcfbffcf935d14f75a18833fcc30e95e78ad27a585221e430f6dfe5584c92f4c,0x2443b7ba6807d4f357907d71a1cd86bbf0cb1e206bdaba0b7d4a68ee3b4eef22,0xbb210a9be6d66ce9cef3eae749653df0013625ef8659170208b39b19709d442c
